replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Log Pis Mean,trainer/Log Pis Std,trainer/Log Pis Max,trainer/Log Pis Min,trainer/Policy mu Mean,trainer/Policy mu Std,trainer/Policy mu Max,trainer/Policy mu Min,trainer/Policy log std Mean,trainer/Policy log std Std,trainer/Policy log std Max,trainer/Policy log std Min,trainer/Alpha,trainer/Alpha Loss,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/ExplReturns Mean,evaluation/ExplReturns Std,evaluation/ExplReturns Max,evaluation/ExplReturns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
30800,0.0012745241,0.0008918587,4.268372,2.5051937,0.14618446,2.990668,1.9788218,2.491064,0.15396784,2.9565952,1.9506932,2.4921439,0.15776268,2.909121,1.861382,6.774733,5.4966555,21.609638,-8.043848,-0.30662724,1.6926069,4.708408,-4.135701,-0.33620983,0.24422091,0.51417863,-0.96439266,0.0004797228320967406,-1.7215601205825806,30800,62,500.0,0.0,500,500,0.012825921326608548,0.046349378735907706,0.42149401212794624,3.2128201333926476e-10,6.412960663304277,7.748798341801416,19.115514481014365,0.09536582086841802,-0.099213146,0.76100504,0.9999914,-0.99998283,5,6.412960663304277,27500,55,500.0,0.0,500,500,0.012151665133066064,0.03587360946531677,0.25503696513841767,7.109868249699502e-13,6.075832566533033,6.8694992100580325,18.729144765434096,0.2229199023663237,6.075832566533033,6.8694992100580325,18.729144765434096,0.2229199023663237,-0.1741769,0.711832,0.99998176,-0.9999973,5,6.075832566533033,0.021507591009140015,77.01246497780085,76.17098363488913,0.027251340448856354,0.006065553054213524,1035.0846919454634,1188.3229650426656,13564.42399178259,10
33300,0.0006589738,0.0004760533,2.9009418,2.5347507,0.1595298,3.1400893,2.1528654,2.5219805,0.15817508,3.07966,2.1424937,2.5205312,0.16339964,3.1605034,2.1493046,5.437991,5.2164235,19.906858,-2.778266,-0.14403726,1.538298,3.6900785,-3.1808026,-0.3425517,0.21669601,0.5921828,-0.9695637,0.0004641322011593729,-11.988945960998535,33300,67,500.0,0.0,500,500,0.01881811085148246,0.03189748141561355,0.22614799474988995,2.632093938359503e-07,9.409055425741226,8.075035236620737,19.232352270480266,0.8229630280516174,-0.06060767,0.69133615,0.9998968,-0.999961,5,9.409055425741226,30000,60,500.0,0.0,500,500,0.012587841988213682,0.036460100821232196,0.293839249215143,5.9014487997623e-07,6.293920994106836,7.45643046045221,21.162251073770427,1.9810750637005548,6.293920994106836,7.45643046045221,21.162251073770427,1.9810750637005548,-0.12373542,0.6416828,0.99994975,-0.99966764,5,6.293920994106836,0.020307350903749466,79.74556364119053,76.1894127484411,0.02071400359272957,0.0059327129274606705,1005.7169641833752,1161.6988946404308,14726.127309855074,11
35800,0.0006870141,0.00051738485,3.2451177,2.4701095,0.16148598,2.9772108,1.8118691,2.4715562,0.16427238,2.9841273,1.8158166,2.4793081,0.16519918,2.969831,1.8199686,5.7249637,5.0477343,23.57185,-5.8305187,-0.40452465,1.5212673,3.3172896,-3.497993,-0.36225492,0.21990061,0.5706816,-0.90205586,0.00043041876051574945,-9.882301330566406,35800,72,500.0,0.0,500,500,0.053962212649939716,0.07258733015521959,0.3181106327370975,1.3823484517160188e-05,26.981106324969858,15.240508123062025,46.862144491772284,8.589855910804573,-0.1654275,0.6692528,0.99985456,-0.9998872,5,26.981106324969858,32500,65,500.0,0.0,500,500,0.06332114092125925,0.0685567806552386,0.32878712717732717,0.0005876782736063586,31.660570460629618,25.318301253694557,77.5629545238048,4.872499682400521,31.660570460629618,25.318301253694557,77.5629545238048,4.872499682400521,-0.27096456,0.5868658,0.9946325,-0.99795395,5,31.660570460629618,0.03200421668589115,80.88573192805052,76.47095134109259,0.023990631103515625,0.008018141612410545,1009.992009608075,1167.41270586662,15893.544320520014,12
38300,0.00079845585,0.0027460372,4.3120604,2.4907632,0.20563632,3.2872093,2.000503,2.5017357,0.21035019,3.316582,1.9954808,2.494402,0.20979246,3.3833187,2.0114388,6.8172398,5.0035415,20.04508,-5.9695272,-0.37779793,1.5953757,3.1773806,-3.4686172,-0.4342262,0.22501566,0.34018588,-1.1731966,0.0004951175069436431,-1.3908534049987793,38300,77,500.0,0.0,500,500,0.0669881471902716,0.0744371137166413,0.4219090808115545,8.004285356497418e-07,33.494073595135816,20.87174316236801,74.5426196103944,16.490695227932452,-0.09729003,0.72187024,0.99978125,-0.9998244,5,33.494073595135816,35000,70,500.0,0.0,500,500,0.06974213578350166,0.08255953431389643,0.40679427856821304,1.1715015568489503e-06,34.87106789175084,18.497666053542,56.01595237732693,7.378760180907071,34.87106789175084,18.497666053542,56.01595237732693,7.378760180907071,-0.1725907,0.60421,0.9994763,-0.9996309,5,34.87106789175084,0.021522685885429382,81.22772275097668,79.25758309103549,0.022819027304649353,0.007276976481080055,1021.1609087269753,1181.6978332586586,17075.246716011316,13
40800,0.00074032665,0.00065505784,4.8318853,2.5006976,0.21189894,3.0911317,2.094499,2.493946,0.20890985,3.118599,2.104069,2.48593,0.20614696,3.0779932,2.099862,7.3410516,5.0390754,23.40101,-4.7710247,-0.29343966,1.6229149,4.1662383,-3.256229,-0.46077296,0.23160978,0.3724588,-1.3197018,0.00053323560860008,2.5705010890960693,40800,82,500.0,0.0,500,500,0.07779003629822875,0.07801869614758655,0.42567660314225897,3.741808714726365e-08,38.89501814911439,6.993109872766019,51.3223242506229,32.348370103151304,-0.18783168,0.7020569,0.9999703,-0.99998176,5,38.89501814911439,37500,75,500.0,0.0,500,500,0.05165012811273822,0.07765506078256684,0.3272266732164309,8.722249592708743e-07,25.825064056369097,14.36816325171581,49.596097283389,10.270814532410311,25.825064056369097,14.36816325171581,49.596097283389,10.270814532410311,-0.1841948,0.656059,0.9999988,-0.9985567,5,25.825064056369097,0.022472035139799118,79.41560888849199,78.58400404639542,0.027194621041417122,0.005964202806353569,1027.1813847254962,1185.2366285193712,18260.48851480335,14
43300,0.0011729482,0.0015189627,3.889665,2.5467606,0.26191413,3.3128262,2.0409806,2.5448875,0.2735192,3.3457696,2.0435004,2.5237317,0.25811118,3.217161,2.0040498,6.4519672,4.28693,18.205315,-2.4473379,-0.037927184,1.5817244,3.823035,-3.6850562,-0.46186107,0.2686655,0.26984745,-1.2933955,0.0006117965094745159,-4.054771423339844,43300,87,500.0,0.0,500,500,0.16799983780960503,0.08874584156080635,0.531921063685826,0.012193646589774213,83.99991890480251,15.875459131400625,113.14439248365241,65.52970902375165,0.052296925,0.73692816,0.99996763,-0.9998551,5,83.99991890480251,40000,80,500.0,0.0,500,500,0.08742344952546632,0.04885282015495139,0.28622329411889225,0.007763024171138018,43.71172476273316,21.10357432464233,72.42475643046372,21.221559176271768,43.71172476273316,21.10357432464233,72.42475643046372,21.221559176271768,-0.01576778,0.6921062,0.9998253,-0.9964525,5,43.71172476273316,0.017866335809230804,82.18307934701443,80.00422910042107,0.030872326344251633,0.0060749296098947525,972.0330469049513,1134.2751689441502,19394.767262801528,15
45800,0.0016679426,0.0011523099,4.647117,2.6053603,0.36924815,4.1042833,1.7206935,2.6314697,0.36436358,4.137476,1.764692,2.6265388,0.37075907,4.278306,1.7440237,7.2832913,4.5430965,19.287872,-4.0590353,-0.14302027,1.6147506,3.6159034,-3.4237869,-0.52146834,0.2728552,0.3214114,-1.3989346,0.0006593296420760453,2.074739933013916,45800,92,500.0,0.0,500,500,0.08418361259117076,0.1004609785345155,0.4499464783281544,1.3168903991969374e-09,42.09180629558536,29.952513376017983,89.97834965285094,11.745469802377446,-0.082933985,0.7331526,0.9999993,-0.99992263,5,42.09180629558536,42500,85,500.0,0.0,500,500,0.06339190980973994,0.07843850865378911,0.317585491416787,3.370713091360105e-10,31.69595490486995,19.176020391734056,57.34807001063779,7.045587821966149,31.69595490486995,19.176020391734056,57.34807001063779,7.045587821966149,-0.09616229,0.6836424,0.999775,-0.9989768,5,31.69595490486995,0.018886100500822067,81.45124381966889,79.53461435437202,0.02298320084810257,0.1409631408751011,998.3830101564527,1159.5517007727176,20554.326077174395,16
48300,0.0020479993,0.0016906406,5.821124,2.5556731,0.40727523,3.9657135,1.9155831,2.6021082,0.41109544,4.0431204,1.962418,2.5814059,0.4143294,4.1863422,1.9426769,8.411788,4.564775,23.37481,-1.4790194,-0.26705208,1.6923296,3.3816767,-3.9196415,-0.5025416,0.26938933,0.30602843,-1.409051,0.0007307014311663806,10.196380615234375,48300,97,500.0,0.0,500,500,0.23429869155586938,0.132896845844523,1.0,0.0063634249487811954,117.1493457779347,25.8544699312423,158.88472583821994,87.91584836150282,-0.085926116,0.76580733,0.99956703,-0.9997755,5,117.1493457779347,45000,90,500.0,0.0,500,500,0.16523929920612207,0.13462221818538236,1.0,0.009460796282576516,82.61964960306106,49.78503928610439,180.40602837461057,47.90070735251341,82.61964960306106,49.78503928610439,180.40602837461057,47.90070735251341,-0.2695506,0.6243885,0.9937649,-0.9972627,5,82.61964960306106,0.017896313220262527,79.9930702354759,79.97346529178321,0.022126400843262672,0.008465096354484558,1037.4017804637551,1197.4168038014323,21751.74662517011,17
50800,0.003271063,0.0038753054,4.3481765,2.7818441,0.60267884,5.383231,1.8957974,2.8030078,0.6069688,5.3423347,1.9393055,2.785232,0.5846952,4.918572,1.9251741,7.1631575,4.4828153,20.603802,-1.4607344,-0.3075785,1.5930964,3.2652223,-3.55997,-0.566696,0.30308658,0.13930374,-1.697453,0.0008783565717749298,1.1481482982635498,50800,102,500.0,0.0,500,500,0.1150027340222807,0.10554088339772098,0.4479238691419534,6.761162711625227e-06,57.50136701114036,25.476813224884534,106.95189412032838,33.43357053352472,-0.21816458,0.7017275,0.99982077,-0.9999668,5,57.50136701114036,47500,95,500.0,0.0,500,500,0.1165288100784177,0.09565487694183242,0.39499139299030117,2.9453682490496485e-06,58.264405039208825,22.944718503609685,89.85061428788175,31.323191122105978,58.264405039208825,22.944718503609685,89.85061428788175,31.323191122105978,-0.27961805,0.6641198,0.9988756,-0.99919546,5,58.264405039208825,0.019891023635864258,85.210753262043,79.80571051314473,0.022672012448310852,0.006162676960229874,976.5009643379599,1141.566153826192,22893.317394169047,18
53300,0.0041084327,0.003347449,4.0984325,2.7989557,0.6242034,4.7482033,1.9169073,2.8168154,0.63663805,4.7267313,1.9147384,2.7995167,0.6107948,4.7571316,1.9262896,6.942126,4.915974,20.161503,-7.0725164,-0.1896025,1.5866882,3.3291845,-3.5228262,-0.5244485,0.2696883,0.3027887,-1.3140446,0.0009637521579861641,-0.4019479751586914,53300,107,500.0,0.0,500,500,0.19061959458363803,0.10370632979345254,0.5152288122149616,0.007028411448405355,95.30979729181905,25.920877943626095,132.93812164104222,55.78497851788507,-0.19061579,0.66219324,0.999691,-0.9996031,5,95.30979729181905,50000,100,500.0,0.0,500,500,0.17784733790647353,0.11116219336968183,1.0,1.8726502232841508e-06,88.92366895323676,37.997166193807985,129.05975490336382,38.16423161547231,88.92366895323676,37.997166193807985,129.05975490336382,38.16423161547231,-0.09151986,0.6623948,0.997874,-0.9972166,5,88.92366895323676,0.02391878515481949,86.48285342939198,78.68510214798152,0.02326250821352005,0.005931569263339043,986.7089986521751,1151.9300670921803,24045.2526085712,19
55800,0.0031533777,0.005474177,3.9674573,3.1077929,0.8437946,5.33435,2.0751774,3.129133,0.84770936,5.410819,2.0888574,3.0817885,0.83076537,5.2475243,2.0841954,7.1171665,4.590959,20.284285,-1.7200243,-0.28493708,1.5442448,3.7289705,-3.5119019,-0.6545966,0.34942177,0.5929423,-1.8528395,0.001085959142073989,0.7997178435325623,55800,112,500.0,0.0,500,500,0.16666102877191544,0.10503046401480083,0.49336564823927453,0.00011785502061689712,83.33051438595774,13.798346476282264,103.43015403875657,63.63258291934955,-0.15549204,0.68239933,0.9997871,-0.9994683,5,83.33051438595774,52500,105,500.0,0.0,500,500,0.1740712967441077,0.11196188309210472,0.5274266341112306,4.52136689372335e-07,87.03564837205384,27.33531438853311,129.08525517542927,57.765746548858615,87.03564837205384,27.33531438853311,129.08525517542927,57.765746548858615,-0.249393,0.6209093,0.99917305,-0.99956024,5,87.03564837205384,0.022110849618911743,84.36412267573178,79.70672270841897,0.02264777570962906,0.0060501303523778915,1006.309432676062,1170.4310868158937,25215.68676762283,20
58300,0.005019009,0.0037215997,4.0028753,3.054565,0.8974093,5.7583127,1.9678161,3.0544333,0.8948274,5.655507,1.9652917,3.0741076,0.8870282,5.902756,2.0014226,7.106563,4.649258,15.254331,-5.458151,-0.11091698,1.6012713,3.6044827,-3.035833,-0.6213774,0.34648708,0.49523848,-1.8830912,0.0011552735231816769,0.7207013964653015,58300,117,500.0,0.0,500,500,0.23647353682932026,0.08076420400061393,1.0,0.008785772340989378,118.23676841466015,12.509422691794093,140.1726958946222,104.23407069043577,0.046258792,0.6910483,0.9998603,-0.9996391,5,118.23676841466015,55000,110,500.0,0.0,500,500,0.23696513866256455,0.06779585667939518,0.41617359133279397,0.008840050133083742,118.48256933128229,24.851994902252834,153.0704597596603,89.07358456506947,118.48256933128229,24.851994902252834,153.0704597596603,89.07358456506947,-0.060699057,0.6603269,0.99990124,-0.99761665,5,118.48256933128229,0.023092638701200485,84.59952489845455,80.46869066916406,0.02231428772211075,0.0060407985001802444,967.1804150063545,1132.3000782988966,26347.997037971392,21
